Type    ,Id            ,Token                                                                                                                                                                                                                                                          ,Speaker
Morpheme,174#00:28:45#0,めっちゃわかってきた、すげえ                                                                                                                                                                                                                                                 ,
Morpheme,174#00:28:47#0,それがcancel                                                                                                                                                                                                                                                      ,
Morpheme,174#00:28:49#0,さっきピンカ1989の例とか言って出したのが                                                                                                                                                                                                                                         ,
Morpheme,174#00:28:51#0,キャッチャーにボール投げたけど                                                                                                                                                                                                                                                ,
Morpheme,174#00:28:53#0,鳥が飛んでって                                                                                                                                                                                                                                                        ,
Morpheme,174#00:28:55#0,それを遮ったみたいな                                                                                                                                                                                                                                                     ,
Morpheme,174#00:28:57#0,やつは、なんかレイブン言ってましたね                                                                                                                                                                                                                                             ,
Morpheme,174#00:28:59#0,ボールが鳥が動くの                                                                                                                                                                                                                                                      ,
Morpheme,174#00:29:01#0,何言ってるんだろうなって思ったけど                                                                                                                                                                                                                                              ,
Morpheme,174#00:29:03#0,それがさっきの中で                                                                                                                                                                                                                                                      ,
Morpheme,174#00:29:05#0,そういう話かそれ                                                                                                                                                                                                                                                       ,
Morpheme,174#00:29:07#0,そういう感じで                                                                                                                                                                                                                                                        ,
Morpheme,174#00:29:09#0,ここから予測されるものとしては                                                                                                                                                                                                                                                ,
Morpheme,174#00:29:13#0,単純にそのPO分と                                                                                                                                                                                                                                                      ,
Morpheme,174#00:29:15#0,DO分をそのまんま                                                                                                                                                                                                                                                      ,
Morpheme,174#00:29:17#0,主節だけで出すと                                                                                                                                                                                                                                                       ,
Morpheme,174#00:29:19#0,当然予確交代できる動詞だったら                                                                                                                                                                                                                                                ,
Morpheme,174#00:29:21#0,両方ともOKっていうはずですよね                                                                                                                                                                                                                                               ,
Morpheme,174#00:29:23#0,I taught him English                                                                                                                                                                                                                                           ,
Morpheme,174#00:29:25#0,もI taught English                                                                                                                                                                                                                                              ,
Morpheme,174#00:29:27#0,だから予確交代っていうのは                                                                                                                                                                                                                                                  ,
Morpheme,174#00:29:29#0,両方同じような感じで使える                                                                                                                                                                                                                                                  ,
Morpheme,174#00:29:31#0,そういう意味                                                                                                                                                                                                                                                         ,
Morpheme,174#00:29:33#0,DO分とPO分両方使える                                                                                                                                                                                                                                                   ,
Morpheme,174#00:29:35#0,って感じですか                                                                                                                                                                                                                                                        ,
Morpheme,174#00:29:37#0,両方使えるんで                                                                                                                                                                                                                                                        ,
Morpheme,174#00:29:39#0,言い換えみたいに使われる                                                                                                                                                                                                                                                   ,
Morpheme,174#00:29:41#0,言い換えとして使えるんであれば                                                                                                                                                                                                                                                ,
Morpheme,174#00:29:43#0,cancel分が入った時の                                                                                                                                                                                                                                                  ,
Morpheme,174#00:29:45#0,許容度が同じような感じになる                                                                                                                                                                                                                                                 ,
Morpheme,174#00:29:47#0,何も出さなかった時に                                                                                                                                                                                                                                                     ,
Morpheme,174#00:29:49#0,PO分とDO分をそのまんま出した時は                                                                                                                                                                                                                                             ,
Morpheme,174#00:29:51#0,当然両方OKってするはず                                                                                                                                                                                                                                                   ,
Morpheme,174#00:29:53#0,なんですけどcancelつけた時に                                                                                                                                                                                                                                              ,
Morpheme,174#00:29:55#0,POだけcancel入ってても問題ないんだったら                                                                                                                                                                                                                                       ,
Morpheme,174#00:29:57#0,DOがHUB                                                                                                                                                                                                                                                         ,
Morpheme,174#00:29:59#0,所有の元位が入っているせいで                                                                                                                                                                                                                                                 ,
Morpheme,174#00:30:01#0,cancelつけたらダメになる                                                                                                                                                                                                                                                ,
Morpheme,174#00:30:03#0,すいません分かりました                                                                                                                                                                                                                                                    ,
Morpheme,174#00:30:05#0,そうするとそういう対照性が生まれるわけですよね                                                                                                                                                                                                                                        ,
Morpheme,174#00:30:07#0,ちゃんとした時は                                                                                                                                                                                                                                                       ,
Morpheme,174#00:30:09#0,両人の両方とも高くて                                                                                                                                                                                                                                                     ,
Morpheme,174#00:30:11#0,ちゃんとした時ってなんだ                                                                                                                                                                                                                                                   ,
Morpheme,174#00:30:13#0,cancelつけないと                                                                                                                                                                                                                                                    ,
Morpheme,174#00:30:15#0,cancelつけると片方だけ4人の差がある                                                                                                                                                                                                                                          ,
Morpheme,174#00:30:17#0,対照実験みたいなことですよね                                                                                                                                                                                                                                                 ,
Morpheme,174#00:30:19#0,cancelがついてない状態を一応やっておいて                                                                                                                                                                                                                                        ,
Morpheme,174#00:30:21#0,両方みんな容認してますよっていう上で                                                                                                                                                                                                                                             ,
Morpheme,174#00:30:23#0,でも英語習得しなかったんだよね                                                                                                                                                                                                                                                ,
Morpheme,174#00:30:25#0,って言った時こっちだけ変だなって                                                                                                                                                                                                                                               ,
Morpheme,174#00:30:27#0,みんななってるのを実験で確かめる                                                                                                                                                                                                                                               ,
Morpheme,174#00:30:29#0,ってことですね                                                                                                                                                                                                                                                        ,
Morpheme,174#00:30:31#0,それでワーっといっぱいいろんな動詞に                                                                                                                                                                                                                                             ,
Morpheme,174#00:30:33#0,そういう分作って                                                                                                                                                                                                                                                       ,
Morpheme,174#00:30:35#0,でバトの100人くらいに                                                                                                                                                                                                                                                   ,
Morpheme,174#00:30:37#0,英語防護者100人くらい                                                                                                                                                                                                                                                   ,
Morpheme,174#00:30:39#0,アメリカ人の英語防護者100人くらいに                                                                                                                                                                                                                                            ,
Morpheme,174#00:30:41#0,聞きましたやったところ                                                                                                                                                                                                                                                    ,
Morpheme,174#00:30:43#0,そういう風にはならなかったんですよ                                                                                                                                                                                                                                              ,
Morpheme,174#00:30:45#0,cancelつけると一般的に                                                                                                                                                                                                                                                 ,
Morpheme,174#00:30:47#0,全体的に4人度は両方若干                                                                                                                                                                                                                                                   ,
Morpheme,174#00:30:49#0,下がるんですけどその下がり方に                                                                                                                                                                                                                                                ,
Morpheme,174#00:30:51#0,大きな違いがある動詞と                                                                                                                                                                                                                                                    ,
Morpheme,174#00:30:53#0,ない動詞はあるんですが                                                                                                                                                                                                                                                    ,
Morpheme,174#00:30:55#0,POだけOKでDOだけダメになるみたいな                                                                                                                                                                                                                                           ,
Morpheme,174#00:30:57#0,のはどの動詞でも全然ないっていう                                                                                                                                                                                                                                               ,
Morpheme,174#00:30:59#0,えっとさっきの                                                                                                                                                                                                                                                        ,
Morpheme,174#00:31:01#0,I taught him English                                                                                                                                                                                                                                           ,
Morpheme,174#00:31:03#0,みたいなやつでも                                                                                                                                                                                                                                                       ,
Morpheme,174#00:31:05#0,cancelつけたとって別にそんなに                                                                                                                                                                                                                                             ,
Morpheme,174#00:31:07#0,4人度は下がらなかった                                                                                                                                                                                                                                                    ,
Morpheme,174#00:31:09#0,teacherそうですか                                                                                                                                                                                                                                                   ,
Morpheme,174#00:31:11#0,下がってもPOだけ                                                                                                                                                                                                                                                      ,
Morpheme,174#00:31:13#0,全然大丈夫とか                                                                                                                                                                                                                                                        ,
Morpheme,174#00:31:15#0,そういう風にはならない                                                                                                                                                                                                                                                    ,
Morpheme,174#00:31:17#0,まあI taught him English                                                                                                                                                                                                                                         ,
Morpheme,174#00:31:19#0,同じ文だったかどうか忘れましたけど                                                                                                                                                                                                                                              ,
Morpheme,174#00:31:21#0,teachがどういうのを使ったか                                                                                                                                                                                                                                               ,
Morpheme,174#00:31:23#0,ちょっと覚えてないですけど                                                                                                                                                                                                                                                  ,
Morpheme,174#00:31:25#0,まあでもそのカタルシス英文法で                                                                                                                                                                                                                                                ,
Morpheme,174#00:31:27#0,習ったようなI taught him Englishって                                                                                                                                                                                                                                   ,
Morpheme,174#00:31:29#0,言ったときは彼は英語を習得してて                                                                                                                                                                                                                                               ,
Morpheme,174#00:31:31#0,I taught English to him                                                                                                                                                                                                                                        ,
Morpheme,174#00:31:33#0,みたいなときは習得してなくても                                                                                                                                                                                                                                                ,
Morpheme,174#00:31:35#0,使えるだろうという通り一遍の説明が                                                                                                                                                                                                                                              ,
Morpheme,174#00:31:37#0,あんまり正しくないんじゃ                                                                                                                                                                                                                                                   ,
Morpheme,174#00:31:39#0,なかろうかっていうことが                                                                                                                                                                                                                                                   ,
Morpheme,174#00:31:41#0,分かったっていうこと                                                                                                                                                                                                                                                     ,
Morpheme,174#00:31:43#0,多分teachに関してはcancelどっちもOKですよね                                                                                                                                                                                                                                   ,
Morpheme,174#00:31:45#0,確かにteachでしたかね                                                                                                                                                                                                                                                  ,
Morpheme,174#00:31:47#0,なんかまあ多分個人差もあれば                                                                                                                                                                                                                                                 ,
Morpheme,174#00:31:49#0,そういうのを感じる人がいる                                                                                                                                                                                                                                                  ,
Morpheme,174#00:31:51#0,いないとかもあれば                                                                                                                                                                                                                                                      ,
Morpheme,174#00:31:53#0,なんかこう多分                                                                                                                                                                                                                                                        ,
Morpheme,174#00:31:55#0,何を目的を持ってくるかとかで                                                                                                                                                                                                                                                 ,
Morpheme,174#00:31:57#0,結構変わってきちゃうんですよね                                                                                                                                                                                                                                                ,
Morpheme,174#00:31:59#0,結果的にそういうのを                                                                                                                                                                                                                                                     ,
Morpheme,174#00:32:01#0,全体的にteachだと                                                                                                                                                                                                                                                    ,
Morpheme,174#00:32:03#0,POの方がOKとか                                                                                                                                                                                                                                                      ,
Morpheme,174#00:32:05#0,DOはダメみたいにはならないくらいに                                                                                                                                                                                                                                             ,
Morpheme,174#00:32:07#0,平均するとそんな感じになる                                                                                                                                                                                                                                                  ,
Morpheme,174#00:32:09#0,悪くなるやつは                                                                                                                                                                                                                                                        ,
Morpheme,174#00:32:11#0,cancelつけたときに悪くなるやつは                                                                                                                                                                                                                                            ,
Morpheme,174#00:32:13#0,PO、DO関係なくどっちも下がって                                                                                                                                                                                                                                              ,
Morpheme,174#00:32:15#0,めっちゃ悪く下がっていく                                                                                                                                                                                                                                                   ,
Morpheme,174#00:32:17#0,へー                                                                                                                                                                                                                                                             ,
Morpheme,174#00:32:19#0,あ、面白い                                                                                                                                                                                                                                                          ,
Morpheme,174#00:32:21#0,showとかだったらshow him a picture                                                                                                                                                                                                                                   ,
Morpheme,174#00:32:23#0,なんとかってあれじゃないですか                                                                                                                                                                                                                                                ,
Morpheme,174#00:32:25#0,picture ofなんとかってやったときに                                                                                                                                                                                                                                         ,
Morpheme,174#00:32:27#0,a picture ofなんてら to himとかにしても                                                                                                                                                                                                                                  ,
Morpheme,174#00:32:29#0,第四文形の                                                                                                                                                                                                                                                          ,
Morpheme,174#00:32:31#0,show him a picture ofなんてら                                                                                                                                                                                                                                      ,
Morpheme,174#00:32:33#0,って言ってもどっちでも悪い                                                                                                                                                                                                                                                  ,
Morpheme,174#00:32:35#0,って言う                                                                                                                                                                                                                                                           ,
Morpheme,174#00:32:37#0,その後にやっぱり見せなかった                                                                                                                                                                                                                                                 ,
Morpheme,174#00:32:39#0,みたいな文章を書ける                                                                                                                                                                                                                                                     ,
Morpheme,174#00:32:41#0,まあ彼ら見なかったってことですよね                                                                                                                                                                                                                                              ,
Morpheme,174#00:32:43#0,にしちゃうとPO、DO関わらず                                                                                                                                                                                                                                                ,
Morpheme,174#00:32:45#0,へー                                                                                                                                                                                                                                                             ,
Morpheme,174#00:32:47#0,どっちかっていうと文型がどうこうっていう                                                                                                                                                                                                                                           ,
Morpheme,174#00:32:49#0,従来の説明よりもどんな動詞を使うか                                                                                                                                                                                                                                              ,
Morpheme,174#00:32:51#0,そうなんで                                                                                                                                                                                                                                                          ,
Morpheme,174#00:32:53#0,理解は早いですね                                                                                                                                                                                                                                                       ,
Morpheme,174#00:32:55#0,文型に関わらず、DOPを関わらず                                                                                                                                                                                                                                               ,
Morpheme,174#00:32:57#0,下がっていくっていうのは                                                                                                                                                                                                                                                   ,
Morpheme,174#00:32:59#0,先ほどちょっとララポートじゃないですけど                                                                                                                                                                                                                                           ,
Morpheme,174#00:33:01#0,ララポートみたいな人いました?                                                                                                                                                                                                                                                ,
Morpheme,174#00:33:03#0,ラパポート                                                                                                                                                                                                                                                          ,
Morpheme,174#00:33:05#0,下便が指摘してるんですよ                                                                                                                                                                                                                                                   ,
Morpheme,174#00:33:07#0,彼女たちが指摘していたのは                                                                                                                                                                                                                                                  ,
Morpheme,174#00:33:09#0,動詞クラスごとによって違うってことを言ってて                                                                                                                                                                                                                                         ,
Morpheme,174#00:33:11#0,ギブ型っていうのは                                                                                                                                                                                                                                                      ,
Morpheme,174#00:33:13#0,ギブっていうのとかセルとか                                                                                                                                                                                                                                                  ,
Morpheme,174#00:33:15#0,レンドでしたっけ                                                                                                                                                                                                                                                       ,
Morpheme,174#00:33:17#0,そうです                                                                                                                                                                                                                                                           ,
Morpheme,174#00:33:19#0,そういう風なやつが                                                                                                                                                                                                                                                      ,
Morpheme,174#00:33:21#0,ローンとか                                                                                                                                                                                                                                                          ,
Morpheme,174#00:33:23#0,そういう風な動詞のカスってやつですけども                                                                                                                                                                                                                                           ,
Morpheme,174#00:33:25#0,ああいった動詞は                                                                                                                                                                                                                                                       ,
Morpheme,174#00:33:27#0,ギブ型として                                                                                                                                                                                                                                                         ,
Morpheme,174#00:33:29#0,ギブは非常に所有の元因があるので                                                                                                                                                                                                                                               ,
Morpheme,174#00:33:31#0,PO、DOに関わらず                                                                                                                                                                                                                                                     ,
Morpheme,174#00:33:33#0,下がっていきますよって言ってたんですね                                                                                                                                                                                                                                            ,
Morpheme,174#00:33:35#0,昔の人がね                                                                                                                                                                                                                                                          ,
Morpheme,174#00:33:37#0,ラパポートとかが言ってた                                                                                                                                                                                                                                                   ,
Morpheme,174#00:33:39#0,2008年の論文で                                                                                                                                                                                                                                                      ,
Morpheme,174#00:33:41#0,我々が調べたところでは                                                                                                                                                                                                                                                    ,
Morpheme,174#00:33:43#0,セルはすごい下がっていくので                                                                                                                                                                                                                                                 ,
