      ,Type    ,Id            ,Token
98736 ,morpheme,59#00:58:55#0 ,学習
98737 ,morpheme,59#00:58:57#0 ,学習
98738 ,morpheme,59#00:58:59#0 ,学習
98739 ,morpheme,59#00:59:01#0 ,学習
98740 ,morpheme,59#00:59:03#0 ,学習
98741 ,morpheme,59#00:59:05#0 ,学習
98742 ,morpheme,59#00:59:07#0 ,学習
98743 ,morpheme,59#00:59:09#0 ,学習
98744 ,morpheme,59#00:59:11#0 ,学習
98745 ,morpheme,59#00:59:13#0 ,学習
98746 ,morpheme,59#00:59:15#0 ,学習
98747 ,morpheme,59#00:59:17#0 ,学習
98748 ,morpheme,59#00:59:19#0 ,学習
98749 ,morpheme,59#00:59:21#0 ,学習
98750 ,morpheme,59#00:59:23#0 ,学習
98751 ,morpheme,59#00:59:25#0 ,学習
98752 ,morpheme,59#00:59:27#0 ,学習
98753 ,morpheme,59#00:59:29#0 ,学習
98754 ,morpheme,59#00:59:31#0 ,学習
98755 ,morpheme,59#00:59:33#0 ,学習
98756 ,morpheme,59#00:59:35#0 ,学習
98757 ,morpheme,59#00:59:37#0 ,学習
98758 ,morpheme,59#00:59:39#0 ,学習
98759 ,morpheme,59#00:59:41#0 ,学習
98760 ,morpheme,59#00:59:43#0 ,学習
98761 ,morpheme,59#00:59:45#0 ,学習
98762 ,morpheme,59#00:59:47#0 ,学習
98763 ,morpheme,59#00:59:49#0 ,学習
98764 ,morpheme,59#00:59:51#0 ,学習
98765 ,morpheme,59#00:59:53#0 ,学習
98766 ,morpheme,59#00:59:55#0 ,学習
98767 ,morpheme,59#00:59:57#0 ,学習
98768 ,morpheme,59#00:59:59#0 ,学習
98769 ,morpheme,59#01:00:01#0 ,学習
98770 ,morpheme,59#01:00:03#0 ,学習
98771 ,morpheme,59#01:00:05#0 ,学習
98772 ,morpheme,59#01:00:07#0 ,学習
98773 ,morpheme,59#01:00:09#0 ,学習
98774 ,morpheme,59#01:00:11#0 ,学習
98775 ,morpheme,59#01:00:13#0 ,学習
98776 ,morpheme,59#01:00:15#0 ,学習
98777 ,morpheme,59#01:00:17#0 ,学習
98778 ,morpheme,59#01:00:19#0 ,学習
98779 ,morpheme,59#01:00:21#0 ,学習
98780 ,morpheme,59#01:00:23#0 ,学習
98781 ,morpheme,59#01:00:25#0 ,学習
98782 ,morpheme,59#01:00:27#0 ,学習
98783 ,morpheme,59#01:00:29#0 ,学習
98784 ,morpheme,59#01:00:31#0 ,学習
98785 ,morpheme,59#01:00:33#0 ,学習
98786 ,morpheme,59#01:00:35#0 ,学習
98787 ,morpheme,59#01:00:37#0 ,学習
98788 ,morpheme,59#01:00:39#0 ,学習
98789 ,morpheme,59#01:00:41#0 ,学習
98790 ,morpheme,59#01:00:43#0 ,学習
98791 ,morpheme,59#01:00:45#0 ,学習
98792 ,morpheme,59#01:00:47#0 ,学習
98793 ,morpheme,59#01:00:49#0 ,学習
98794 ,morpheme,59#01:00:51#0 ,学習
98795 ,morpheme,59#01:00:53#0 ,学習
98796 ,morpheme,59#01:00:55#0 ,学習
98797 ,morpheme,59#01:00:57#0 ,学習
98798 ,morpheme,59#01:00:59#0 ,学習
98799 ,morpheme,59#01:01:01#0 ,学習
98800 ,morpheme,59#01:01:03#0 ,学習
98801 ,morpheme,59#01:01:05#0 ,学習
98802 ,morpheme,59#01:01:07#0 ,学習
98803 ,morpheme,59#01:01:09#0 ,学習
98804 ,morpheme,59#01:01:11#0 ,学習
98805 ,morpheme,59#01:01:13#0 ,学習
98806 ,morpheme,59#01:01:15#0 ,学習
98807 ,morpheme,59#01:01:17#0 ,学習
98808 ,morpheme,59#01:01:19#0 ,学習
98809 ,morpheme,59#01:01:21#0 ,学習
98810 ,morpheme,59#01:01:23#0 ,学習
98811 ,morpheme,59#01:01:25#0 ,学習
98812 ,morpheme,59#01:01:27#0 ,学習
98813 ,morpheme,59#01:01:29#0 ,学習
98814 ,morpheme,59#01:01:31#0 ,学習
98815 ,morpheme,59#01:01:33#0 ,学習
98816 ,morpheme,59#01:01:35#0 ,学習
98817 ,morpheme,59#01:01:37#0 ,学習
98818 ,morpheme,59#01:01:39#0 ,学習
98819 ,morpheme,59#01:01:41#0 ,学習
98820 ,morpheme,59#01:01:43#0 ,学習
98821 ,morpheme,59#01:01:45#0 ,学習
98822 ,morpheme,59#01:01:47#0 ,学習
98823 ,morpheme,59#01:01:49#0 ,学習
98824 ,morpheme,59#01:01:51#0 ,学習
98825 ,morpheme,59#01:01:53#0 ,学習
98826 ,morpheme,59#01:01:55#0 ,学習
98827 ,morpheme,59#01:01:57#0 ,学習
98828 ,morpheme,59#01:01:59#0 ,学習
98829 ,morpheme,59#01:02:01#0 ,学習
98830 ,morpheme,59#01:02:03#0 ,学習
98831 ,morpheme,59#01:02:05#0 ,学習
98832 ,morpheme,59#01:02:07#0 ,学習
98833 ,morpheme,59#01:02:09#0 ,学習
98834 ,morpheme,59#01:02:11#0 ,学習
98835 ,morpheme,59#01:02:13#0 ,学習
98836 ,morpheme,59#01:02:15#0 ,学習
98837 ,morpheme,59#01:02:17#0 ,学習
98838 ,morpheme,59#01:02:19#0 ,学習
98839 ,morpheme,59#01:02:21#0 ,学習
98840 ,morpheme,59#01:02:23#0 ,学習
98841 ,morpheme,59#01:02:25#0 ,学習
98842 ,morpheme,59#01:02:27#0 ,学習
98843 ,morpheme,59#01:02:29#0 ,学習
98844 ,morpheme,59#01:02:31#0 ,学習
98845 ,morpheme,59#01:02:33#0 ,学習
98846 ,morpheme,59#01:02:35#0 ,学習
98847 ,morpheme,59#01:02:37#0 ,学習
98848 ,morpheme,59#01:02:39#0 ,学習
98849 ,morpheme,59#01:02:41#0 ,学習
98850 ,morpheme,59#01:02:43#0 ,学習
98851 ,morpheme,59#01:02:45#0 ,学習
98852 ,morpheme,59#01:02:47#0 ,学習
98853 ,morpheme,59#01:02:49#0 ,学習
98854 ,morpheme,59#01:02:51#0 ,学習
98855 ,morpheme,59#01:02:53#0 ,学習
98856 ,morpheme,59#01:02:55#0 ,学習
98857 ,morpheme,59#01:02:57#0 ,学習
98858 ,morpheme,59#01:02:59#0 ,学習
98859 ,morpheme,59#01:03:01#0 ,学習
98860 ,morpheme,59#01:03:03#0 ,学習
98861 ,morpheme,59#01:03:05#0 ,学習
98862 ,morpheme,59#01:03:07#0 ,学習
98863 ,morpheme,59#01:03:09#0 ,学習
98864 ,morpheme,59#01:03:11#0 ,学習
98865 ,morpheme,59#01:03:13#0 ,学習
98866 ,morpheme,59#01:03:15#0 ,学習
98867 ,morpheme,59#01:03:17#0 ,学習
98868 ,morpheme,59#01:03:19#0 ,学習
98869 ,morpheme,59#01:03:21#0 ,学習
98870 ,morpheme,59#01:03:23#0 ,学習
98871 ,morpheme,59#01:03:25#0 ,学習
98872 ,morpheme,59#01:03:27#0 ,学習
98873 ,morpheme,59#01:03:29#0 ,学習
98874 ,morpheme,59#01:03:31#0 ,学習
98875 ,morpheme,59#01:03:33#0 ,学習
98876 ,morpheme,59#01:03:35#0 ,学習
98877 ,morpheme,59#01:03:37#0 ,学習
98878 ,morpheme,59#01:03:39#0 ,学習
98879 ,morpheme,59#01:03:41#0 ,学習
98880 ,morpheme,59#01:03:43#0 ,学習
98881 ,morpheme,59#01:03:45#0 ,学習
98882 ,morpheme,59#01:03:47#0 ,学習
98883 ,morpheme,59#01:03:49#0 ,学習
98884 ,morpheme,59#01:03:51#0 ,学習
98885 ,morpheme,59#01:03:53#0 ,学習
98886 ,morpheme,59#01:03:55#0 ,学習
98887 ,morpheme,59#01:03:57#0 ,学習
98888 ,morpheme,59#01:03:59#0 ,学習
98889 ,morpheme,59#01:04:01#0 ,学習
98890 ,morpheme,59#01:04:03#0 ,学習
98891 ,morpheme,59#01:04:05#0 ,学習
98892 ,morpheme,59#01:04:07#0 ,学習
98893 ,morpheme,59#01:04:09#0 ,学習
115794,morpheme,28#00:20:50#0 ,学習しないとできない
116006,morpheme,28#00:27:56#0 ,学習ができるんですけど
129122,morpheme,138#00:02:20#0,学習しやすいんですが
141719,morpheme,33#00:19:59#0 ,学習指導要領の制定のタイミングなんですって
141720,morpheme,33#00:20:02#0 ,学習指導要領の中に仮定法って書いてあったから
